fileName:,Cohort_Extract_'DATE'.txt,Cohort_Extract_'DATE'.txt,Customer_extract_'DATE'.txt,Customer_extract_'DATE'.txt,Customer_extract_'DATE'.txt,Raw_billing_extract_'DATE'.txt,Raw_billing_extract_'DATE'.txt,Raw_billing_extract_'DATE'.txt
extMonth,custIdsInCohortList,activeCustidsInCohortList,custIdsInCustomerData,customerDataDelta,remarksCustomerData,custIdsInRawBillingData,rawBillingDataDelta,remarksRawBillData
16-May-23,1675238,1542516,1675238,0,N/A,1500232,175006,No Data found in given date range
;




;

missingRawBillingDataIds
6995951
6996007
6996017
6996046
6996092
6996139
6996143
6996149
6996172
6996188
6996194
6996216
6996231
6996239
6996275
6996278
6996285
6996287
6996301
6996310
6996370
6996377
6996412
6996418
6996444
6996448
6996487
6996499
6996545
6996552
6996553
6996557
6996574
6996575
6996621
6996628
6996648
6996687
6996693
6996705
6996724
6996747
6996777
6996780
6996798
6996799
6996806
6996808
6996811
6996823
6996826
6996850
6996860
6996877
6996906
6996917
6996983
6996985
6996992
6997019
6997037
6997040
6997069
6997084
6997129
6997139
6997146
6997148
6997188
6997194
6997236
6997263
6997275
6997277
6997313
6997322
6997326
6997332
6997365
6997369
6997395
6997396
6997399
6997405
6997433
6997435
6997439
6997493
6997507
6997540
6997542
6997545
6997585
6997590
6997599
6997617
6997625
6997668
6997714
6997718
6997719
6997727
6997730
6997744
6997778
6997814
6997825
6997927
6997949
6997972
6997973
6997988
6997989
6998038
6998045
6998062
6998072
6998084
6998118
6998119
6998125
6998139
6998174
6998222
6998253
6998331
6998353
6998396
6998410
6998447
6998474
6998486
6998516
6998554
6998565
6998582
6998603
6998627
6998635
6998645
6998683
6998691
6998706
6998758
6998772
6998795
6998797
6998811
6998828
6998859
6998879
6998880
6998889
6998893
6998914
6998937
6998949
6998955
6999009
6999031
6999116
6999131
6999139
6999152
6999176
6999187
6999251
6999257
6999262
6999283
6999317
6999342
6999357
6999397
6999402
6999445
6999448
6999524
6999530
6999544
6999599
6999763
6999768
6999774
6999788
6999789
6999797
6999836
6999914
6999918
6999993
7000020
7000045
7000064
7000139
7000147
7000157
7000164
7000210
7000216
7000238
7000255
7000304
7000341
7000355
7000367
7000370
7000491
7000518
7000574
7000607
7000610
7000641
7000696
7000723
7000774
7000787
7000806
7000823
7000857
7000882
7000920
7001002
7001051
7001062
7001087
7001099
7001127
7001145
7001153
7001162
7001197
7001229
7001234
7001271
7001275
7001294
7001349
7001356
7001361
7001373
7001376
7001431
7001441
7001443
7001463
7001482
7001484
7001520
7001530
7001573
7001597
7001610
7001646
7001649
7001673
7001691
7001701
7001702
7001719
7001772
7001781
7001786
7001796
7001819
7001824
7001839
7001849
7001862
7001874
7001909
7001925
7001940
7001945
7001951
7001976
7002028
7002034
7002060
7002086
7002095
7002113
7002204
7002249
7002253
7002318
7002346
7002353
7002389
7002425
7002431
7002444
7002447
7002492
7002534
7002536
7002570
7002627
7002660
7002661
7002674
7002683
7002686
7002696
7002715
7002755
7002759
7002764
7002895
7002927
7002932
7002952
7002959
7002975
7002980
7002985
7002990
7003003
7003023
7003025
7003054
7003057
7003076
7003114
7003218
7003237
7003262
7003263
7003267
7003315
7003325
7003331
7003333
7003357
7003394
7003402
7003409
7003415
7003445
7003454
7003491
7003493
7003497
7003535
7003545
7003586
7003655
7003658
7003674
7003691
7003694
7003710
7003713
7003749
7003757
7003778
7003788
7003841
7003842
7003906
7003919
7003950
7003989
7003998
7004008
7004013
7004030
7004037
7004042
7004116
7004122
7004125
7004142
7004152
7004163
7004209
7004215
7004225
7004248
7004258
7004269
7004276
7004288
7004304
7004320
7004346
7004355
7004369
7004396
7004410
7004420
7004432
7004458
7004496
7004500
7004514
7004542
7004580
7004649
7004678
7004680
7004709
7004728
7004735
7004808
7004818
7004879
7004892
7004909
7004935
7004967
7004970
7004997
7005009
7005016
7005040
7005075
7005091
7005122
7005123
7005161
7005189
7005191
7005202
7005207
7005240
7005241
7005246
7005254
7005299
7005321
7005334
7005380
7005500
7005578
7005581
7005585
7005626
7005662
7005668
7005762
7005773
7005795
7005810
7005814
7005833
7005908
7005930
7005953
7005957
7005968
7006020
7006028
7006029
7006063
7006090
7006117
7006135
7006141
7006151
7006180
7006181
7006204
7006211
7006226
7006244
7006263
7006273
7006286
7006293
7006325
7006333
7006362
7006366
7006372
7006401
7006439
7006471
7006486
7006518
7006527
7006536
7006541
7006628
7006630
7006640
7006641
7006644
7006670
7006690
7006702
7006718
7006743
7006811
7006818
7006894
7006897
7006900
7006929
7006932
7006943
7006963
7006986
7006989
7006999
7007033
7007035
7007040
7007045
7007072
7007092
7007116
7007125
7007138
7007141
7007156
7007166
7007171
7007190
7007201
7007204
7007205
7007231
7007254
7007307
7007362
7007402
7007462
7007480
7007531
7007544
7007646
7007683
7007740
7007743
7007759
7007760
7007761
7007834
7007872
7007913
7007996
7008017
7008031
7008062
7008100
7008116
7008117
7008128
7008138
7008143
7008153
7008174
7008229
7008255
7008274
7008296
7008364
7008380
7008423
7008449
7008617
7008644
7008676
7008677
7008714
7008720
7008793
7008808
7008821
7008929
7008934
7008942
7008976
7008978
7009046
7009053
7009072
7009091
7009099
7009150
7009154
7009165
7009169
7009175
7009184
7009230
7009231
7009317
7009324
7009429
7009434
7009478
7009485
7009492
7009524
7009528
7009549
7009575
7009582
7009601
7009607
7009645
7009650
7009656
7009657
7009659
7009668
7009670
7009689
7009699
7009730
7009734
7009804
7009814
7009830
7009879
7009906
7009917
7009971
7009975
7009995
7009997
7010009
7010023
7010025
7010063
7010067
7010105
7010176
7010212
7010226
7010251
7010256
7010281
7010291
7010308
7010323
7010364
7010393
7010401
7010410
7010411
7010450
7010470
7010473
7010482
7010494
7010505
7010506
7010511
7010558
7010562
7010596
7010614
